year,ubigeo,population,level
2009,240304,5277,district
2009,250000,458177,region
2009,250100,352855,province
2009,250101,144138,district
2009,250102,14402,district
2009,250103,11325,district
2009,250104,12243,district
2009,250105,90601,district
2009,250106,5371,district
2009,250107,74775,district
2009,250200,47285,province
2009,250201,30466,district
2009,250202,7303,district
2009,250203,7658,district
2009,250204,1858,district
2009,250300,54023,province
2009,250301,26543,district
2009,250302,20742,district
2009,250303,6738,district
2009,250400,4014,province
2009,250401,4014,district
2010,010000,413314,region
2010,010100,54385,province
2010,010101,26967,district
2010,010102,301,district
2010,010103,1561,district
2010,010104,618,district
2010,010105,845,district
2010,010106,2192,district
2010,010107,435,district
2010,010108,1010,district
2010,010109,5702,district
2010,010110,4231,district
2010,010111,971,district
2010,010112,896,district
2010,010113,1147,district
2010,010114,2725,district
2010,010115,690,district
2010,010116,375,district
2010,010117,950,district
2010,010118,339,district
2010,010119,733,district
2010,010120,1459,district
2010,010121,238,district
2010,010200,77609,province
2010,010201,26068,district
2010,010202,11940,district
2010,010203,6603,district
2010,010204,1418,district
2010,010205,23564,district
2010,010206,8016,district
2010,010300,31219,province
2010,010301,1719,district
2010,010302,358,district
2010,010303,290,district
2010,010304,855,district
2010,010305,875,district
2010,010306,7322,district
2010,010307,9135,district
2010,010308,235,district
2010,010309,368,district
2010,010310,1575,district
2010,010311,1343,district
2010,010312,7144,district
2010,010400,49684,province
2010,010401,25654,district
2010,010402,9355,district
2010,010403,14675,district
2010,010500,52292,province
2010,010501,2439,district
2010,010502,6766,district
2010,010503,2457,district
2010,010504,2487,district
2010,010505,2165,district
2010,010506,698,district
2010,010507,1069,district
2010,010508,1081,district
2010,010509,4475,district
2010,010510,460,district
2010,010511,930,district
2010,010512,4037,district
2010,010513,4135,district
2010,010514,5973,district
2010,010515,1560,district
2010,010516,739,district
2010,010517,848,district
2010,010518,979,district
2010,010519,568,district
2010,010520,1862,district
2010,010521,3836,district
2010,010522,1336,district
2010,010523,1392,district
2010,010600,29548,province
2010,010601,5286,district
2010,010602,2030,district
2010,010603,566,district
2010,010604,3149,district
2010,010605,2933,district
2010,010606,1814,district
2010,010607,1548,district
2010,010608,689,district
2010,010609,8389,district
2010,010610,545,district
2010,010611,507,district
2010,010612,2092,district
2010,010700,118577,province
2010,010701,52197,district
2010,010702,28850,district
2010,010703,9483,district
2010,010704,6370,district
2010,010705,8204,district
2010,010706,10307,district
2010,010707,3166,district
2010,020000,1116265,region
2010,020100,157267,province
2010,020101,60150,district
2010,020102,2073,district
2010,020103,717,district
2010,020104,2488,district
2010,020105,67891,district
2010,020106,4702,district
2010,020107,1265,district
2010,020108,2508,district
2010,020109,1295,district
2010,020110,4602,district
2010,020111,3907,district
2010,020112,5669,district
2010,020200,8096,province
2010,020201,2022,district
2010,020202,2211,district
2010,020203,589,district
2010,020204,2372,district
2010,020205,902,district
2010,020300,17195,province
2010,020301,3838,district
2010,020302,2356,district
2010,020303,1893,district
2010,020304,2069,district
2010,020305,5384,district
2010,020306,1655,district
2010,020400,9157,province
2010,020401,5548,district
2010,020402,3609,district
2010,020500,32158,province
2010,020501,4030,district
2010,020502,852,district
2010,020503,1182,district
2010,020504,2807,district
2010,020505,1699,district
2010,020506,874,district
2010,020507,3466,district
2010,020508,8465,district
2010,020509,2531,district
2010,020510,1245,district
2010,020511,756,district
2010,020512,589,district
2010,020513,1629,district
2010,020514,941,district
2010,020515,1092,district
2010,020600,45973,province
2010,020601,14639,district
2010,020602,2612,district
2010,020603,1660,district
2010,020604,2479,district
2010,020605,1487,district
2010,020606,9057,district
2010,020607,1576,district
2010,020608,2677,district
2010,020609,3361,district
2010,020610,3109,district
2010,020611,3316,district
2010,020700,21966,province
2010,020701,12536,district
2010,020702,3942,district
2010,020703,5488,district
2010,020800,45067,province
2010,020801,30832,district
2010,020802,4122,district
2010,020803,2092,district
2010,020804,8021,district
2010,020900,8454,province
2010,020901,1748,district
2010,020902,525,district
2010,020903,525,district
2010,020904,2906,district
2010,020905,1142,district
2010,020906,751,district
2010,020907,857,district
2010,021000,64142,province
2010,021001,10149,district
2010,021002,1773,district
2010,021003,2943,district
2010,021004,9360,district
2010,021005,2072,district
2010,021006,2114,district
2010,021007,3752,district
2010,021008,3089,district
2010,021009,1902,district
2010,021010,2026,district
2010,021011,3505,district
2010,021012,782,district
2010,021013,1812,district
2010,021014,14295,district
2010,021015,2779,district
2010,021016,1789,district
2010,021100,29450,province
2010,021101,23069,district
2010,021102,858,district
2010,021103,3393,district
2010,021104,1103,district
2010,021105,1027,district
2010,021200,55854,province
2010,021201,25021,district
2010,021202,878,district
2010,021203,1664,district
2010,021204,1771,district
2010,021205,2129,district
2010,021206,8996,district
2010,021207,7156,district
2010,021208,5064,district
2010,021209,1318,district
2010,021210,1857,district
2010,021300,23965,province
2010,021301,3759,district
2010,021302,4492,district
2010,021303,1386,district
2010,021304,2340,district
2010,021305,1373,district
2010,021306,6237,district
2010,021307,3284,district
2010,021308,1094,district
2010,021400,9945,province
2010,021401,1279,district
2010,021402,908,district
2010,021403,489,district
2010,021404,799,district
2010,021405,1382,district
2010,021406,1269,district
2010,021407,1128,district
2010,021408,604,district
2010,021409,1667,district
2010,021410,420,district
2010,021500,30496,province
2010,021501,2843,district
2010,021502,1376,district
2010,021503,8328,district
2010,021504,653,district
2010,021505,1163,district
2010,021506,641,district
2010,021507,715,district
2010,021508,2620,district
2010,021509,7728,district
2010,021510,1142,district
2010,021511,3287,district
2010,021600,29061,province
2010,021601,15727,district
2010,021602,3749,district
2010,021603,7065,district
2010,021604,2520,district
2010,021700,19605,province
2010,021701,4922,district
2010,021702,4125,district
2010,021703,639,district
2010,021704,1228,district
2010,021705,1580,district
2010,021706,1052,district
2010,021707,1795,district
2010,021708,1323,district
2010,021709,514,district
2010,021710,2427,district
2010,021800,419639,province
2010,021801,220624,district
2010,021802,5116,district
2010,021803,15513,district
2010,021804,3806,district
2010,021805,7738,district
2010,021806,14774,district
2010,021807,4446,district
2010,021808,19288,district
2010,021809,128334,district
2010,021900,31310,province
2010,021901,5736,district
2010,021902,2111,district
2010,021903,860,district
2010,021904,3060,district
2010,021905,1146,district
2010,021906,4209,district
2010,021907,2914,district
2010,021908,2785,district
2010,021909,6571,district
2010,021910,1918,district
2010,022000,57465,province
2010,022001,21142,district
2010,022002,2187,district
2010,022003,7265,district
2010,022004,1568,district
2010,022005,12938,district
2010,022006,2841,district
2010,022007,2394,district
2010,022008,7130,district
2010,030000,446813,region
2010,030100,105226,province
2010,030101,55928,district
2010,030102,1283,district
2010,030103,2646,district
2010,030104,18142,district
2010,030105,4866,district
2010,030106,5520,district
2010,030107,4354,district
2010,030108,3855,district
2010,030109,8632,district
2010,030200,160601,province
2010,030201,43310,district
2010,030202,6796,district
2010,030203,1424,district
2010,030204,7622,district
2010,030205,4734,district
2010,030206,1053,district
2010,030207,8947,district
2010,030208,5191,district
2010,030209,10474,district
2010,030210,2731,district
2010,030211,1048,district
2010,030212,3392,district
2010,030213,24004,district
2010,030214,2033,district
2010,030215,10159,district
2010,030216,18225,district
2010,030217,2364,district
2010,030218,4353,district
2010,030219,2741,district
2010,030300,13385,province
2010,030301,3358,district
2010,030302,561,district
2010,030303,1587,district
2010,030304,2123,district
2010,030305,2872,district
2010,030306,1277,district
2010,030307,1607,district
2010,030400,32505,province
2010,030401,4991,district
2010,030402,854,district
2010,030403,1433,district
2010,030404,2326,district
2010,030405,883,district
2010,030406,4734,district
2010,030407,706,district
2010,030408,1185,district
2010,030409,2224,district
2010,030410,1233,district
2010,030411,942,district
2010,030412,1425,district
2010,030413,832,district
2010,030414,2304,district
2010,030415,3293,district
2010,030416,1885,district
2010,030417,1255,district
2010,030500,50888,province
2010,030501,11296,district
2010,030502,4435,district
2010,030503,8303,district
2010,030504,11531,district
2010,030505,6698,district
2010,030506,8625,district
2010,030600,57073,province
2010,030601,6422,district
2010,030602,12084,district
2010,030603,2531,district
2010,030604,10138,district
2010,030605,8509,district
2010,030606,8821,district
2010,030607,3428,district
2010,030608,5140,district
2010,030700,27135,province
2010,030701,5781,district
2010,030702,2487,district
2010,030703,4208,district
2010,030704,1882,district
2010,030705,1009,district
2010,030706,1472,district
2010,030707,1116,district
2010,030708,3095,district
2010,030709,384,district
2010,030710,755,district
2010,030711,821,district
2010,030712,1352,district
2010,030713,1159,district
2010,030714,1614,district
2010,040000,1218168,region
2010,040100,915074,province
2010,040101,59947,district
2010,040102,77404,district
2010,040103,81875,district
2010,040104,126738,district
2010,040105,7676,district
2010,040106,2826,district
2010,040107,47758,district
2010,040108,26664,district
2010,040109,53326,district
2010,040110,50946,district
2010,040111,1587,district
2010,040112,124240,district
2010,040113,594,district
2010,040114,1485,district
2010,040115,1296,district
2010,040116,3920,district
2010,040117,18576,district
2010,040118,1402,district
2010,040119,2216,district
2010,040120,1281,district
2010,040121,4918,district
2010,040122,66851,district
2010,040123,14992,district
2010,040124,11475,district
2010,040125,2616,district
2010,040126,24211,district
2010,040127,1105,district
2010,040128,19183,district
2010,040129,77966,district
2010,040200,56033,province
2010,040201,14951,district
2010,040202,4069,district
2010,040203,5245,district
2010,040204,5881,district
2010,040205,6267,district
2010,040206,4780,district
2010,040207,768,district
2010,040208,14072,district
2010,040300,38288,province
2010,040301,3841,district
2010,040302,3800,district
2010,040303,4254,district
